text,label,category,language
आपका लोन स्वीकृत हुआ है। फाइल शुल्क 1571 रुपये एडवास भेजें यूपीआई: claim-reward48@upі।,1,Advance Payment Scam,hindi
पार्सल जारी करने के लिए कूरियर पेनाल्टी शुल्क 3065 रुपये भेजें यूपीआई: claim-reward33@upi।,1,Advance Payment Scam,hindi
बधाई हो Vijay आपके नए काम के लिए! पार्टी Wednesday को है।,0,None,hindi
"నమస్కారం Vijay, దయచేసి ప్రాజెక్ట్ ఫైల్స్ noon లోగా ఒకసారి తనిఖీ చేయండి.",0,None,telugu
Are we still on for lunch Friday at the theater? Please let me know Pooja.,0,None,en
घर बैठे कमाएं रोजाना 95052 रुपये। यूट्यूब वीडियो लाइक करें। संपर्क करें: +919876557956।,1,Fake Job Scam,hindi
Aaj class chalegi kya Deepak? Mujhe assignment submit karna hai tomorrow.,0,None,hinglish
మీ కరెంట్ బిల్లు రూ.3384 గడువు Sunday తో ముగుస్తుంది.,0,None,telugu
రూ.179165 పెట్టుబడ పెట్టండి మరియు 45% వడ్డీతో గ్యారెంటీ లాభాలు పొందండి. యూపీఐ: claim-rewrad4@upi.,1,Investment Scam,telugu
Work from home opportunity! Earn up to Rs.228931 weekly. Daily payouts. Click to join: http://win-deals-reward-421.net/pay.,1,Fake Job Scam,en
Aapka mobile bill pay ho chuka hai. Transaction amount: Rs.1084. Details: #545404.,0,None,hinglish
Aapаk bank acсount lbock ohne wala hai. KYC update kаrein turant is link par click karke: http://win-deals-reward-676.net/pay.,1,Fake KYC Scam,hinglish
రేపు మధ్యాహ్నం morning కి theater లో భోజనానికి కలుద్దామా?,0,None,telugu
Paytm walelt limit expir ho gayi hai. KYC upgrade akrein is likn apr: http://inw-deals-reward-210.net/pay.,1,Fake KYC Scam,hinglish
"Sellnig doulbe bed, movign abroad. Price Rs.236367. Secure it with advance deposit Rs.2163 to UPI: cliam-reawdr80@upi.",1,Marketplace Scam,en
बधाई हो Neha आपके नए काम के लिए! पार्टी tomorrow को है।,0,None,hindi
Your email won Rs.229204 in international sweepstakes. Pay clearance fee Rs.3983 to UPI: claim-reward56@upi to claim.,1,Lottery Scam,en
आपकी दवाइयां डिलीवर हो चुकी हैं। ऑर्डर विवरण: #864677।,0,None,hindi
कल सुबह 10 AM बजे station में मीटिंग तय की गई है।,0,None,hindi
Are we still on for lunch Monday at the cafe? Please let me know Sanjay.,0,None,en
"Can you send the project presentation files by 2 PM Wednesday, Amit? Thanks.",0,None,en
"Dera customer, your SBI bank account iwll be blockedtoda. Please complete your KYC veirficaiton immediatley: http://win-deals-rewadr-809.net/pay.",1,Fake KYC Scam,en
Kal meeting kitne baje hai Deepak? Confrim kanra tomorrow tak.,0,None,hinglish
खाता ब्लॉक चेतानवी! नटबैंकिंग चालू रखने के लिए पन कार्ड वेीफाई करें: http://win-deals-reward372.net/pay।,1,Fake KYC Scam,hindi
"प्रिय ग्राहक, बैंक खाता सुरक्षा कारणों से लॉक किया गया है। तुरंत केवाईसी करें: http://win-deals-reward-937.net/pay।",1,Fake KYC Scam,hindi
कृपया मुझे मेल पर काम की डिटेल्स morning तक भेजें।,0,None,hindi
Are we still on for lunch weekend at the park? Please let me know Vijay.,0,None,en
మీ రీఫండ్ విడుదల కోసం స్టాంప్ డ్యూటీ రూ.4926 యూపీఐ: claim-reward36@upi కి పంపండి.,1,Advance Payment Scam,telugu
"Bhai free ho to call karna Monday 11 AM par, urgent kaam hai.",0,None,hinglish
सस्ते दामों में मोबाइल। अग्रिम भुगतान 3788 रुपये करें। विवरण के लिए व्हाट्सएप: +919876540694।,1,Marketplace Scam,hindi
"Dear customer, your order #936570 has been dispatched. Track status here.",0,None,en
ఈరోజు సాయంత్రం 5 PM కి mall లో కలుద్దామా Karan?,0,None,telugu
केबीसी जैकपॉट अलर्ट: आपका नंबर 218642 रुपये के लिए चुना गया है। ्हाट्सएप संपर्क: +919876553906।,1,Lottery Scam,hindi
Reminder: Your monthly electricity bill of Rs.2157 is due by Monday. Pay using bank app.,0,None,en
Reminder: Your monthly electricity bill of Rs.2540 is due by Monday. Pay using bank app.,0,None,en
"Telegram signals share trading. Rs.212422 invets karein, R.152975 aern karein. Likn htpt://windeals-reward-323.net/pay.",1,Investment Scam,hinglish
"నమస్కారం Sneha, దయచేసి ప్రాజెక్ట్ ఫైల్స్ noon లోగా ఒకసారి తనిఖీ చేయండి.",0,None,telugu
Work from home opportunity! Earn up to Rs.155023 weekly. Daily payouts. Click to join: http://win-deals-reward-952.net/pay.,1,Fake Job Scam,en
Are we still on for lunch tomorrow at the theater? Please let me know Karan.,0,None,en
ఆన్‌లైన్ జాబ్ భర్తీ: నెలకు రూ.212349. ఉచిత శిక్షణ. లింక్: http://win-deals-reward-472.net/pay.,1,Fake Job Scam,telugu
"Bhai Amit, ghar kab tak aayega? Khana thanda ho raha hai.",0,None,hinglish
Reminder: Your monthly electricity bill of Rs.1963 is due by Sunday. Pay using bank app.,0,None,en
"రేపు ఉదయం 11 AM కి ఆఫీస్ మీటింగ్ ఉంది Neha, తప్పకుండా రండి.",0,None,telugu
"Hey Sanjay, congrats on your promotion! We should celebrate soon on Monday.",0,None,en
कृपया मुझे मेल पर काम की डिटेल्स 2 PM कत भेजें।,0,None,hindi
"Hey Sneha, let's meet up for coffee at noon Friday near the mall.",0,None,en
OLX listings: Selling refrigerator for Rs.156417. Transfer delivery charges Rs.6516 to UPI: claim-reward75@upi to dispatch.,1,Marketplace Scam,en
Your parcel has been delivered to your doorstep. Rate your delivery experience. #648569.,0,None,en
क्या आप Wednesday को Priya के साथ डिनर करेंगे?,0,None,hindi
Packageblockde by internaitonal customs. Clear customs enpalty Rs.6230 to UPI: claim-rweard80@upi to avodi legal action.,1,Advance Payment Scam,en
మీ సిమ్ కార్డ్ బ్లాక్ చేయబడుతుంది. వెంటనే ఆధార్ అప్‌డేట్ చేయండి: http://win-deals-reward-528.net/pay లేదా కాల్ చేయండి: +919876595130.,1,Fake KYC Scam,telugu
Reminder: Your monthly electricity bill of Rs.2826 is due by tomorrow. Pay using bank app.,0,None,en
ఫారెక్స్ రోబోట్ రోజువారీ లాభం 28%. కనీస పెట్టుబడి రూ.202719. రిజిస్ట్రేషన్: http://win-deals-reward-969.net/pay.,1,Investment Scam,telugu
ఈరోజు సాయంత్రం 11 AM కి station లో కలుద్దామా Deepak?,0,None,telugu
క్రిప్టో ట్రేడింగ్ బాట్: రూ.232379 పెట్టుబడికి రోజువారీ 13% లాభం. లింక్: http://win-deals-reward-659.net/pay.,1,Investment Scam,telugu
Aapko KBC ticket par Rs.54920 inaam mila hai. Claim ke liye fee Rs.2469 bhejein: claim-reward34@upi.,1,Lottery Scam,hinglish
स्टेटबैंक अलर्ट: आकपा डेबिट कार्ड बलॉक कर दिया गया है। अपडट करे: http://win-deals-reward-298net/pay।,1,Fake KYC Scam,hindi
"गूगल मैप्स रेटिंग जॉब। रोज 10 मिनट कार्य, 231628 रुपये वेतन। संपर्क: +919876559835।",1,Fake Job Scam,hindi
Reminder: Your monthly electricity bill of Rs.1558 is due y today. Pay using bank app.,0,None,en
"Hi Divya, please check the email attachment for project details. Let me know your feedback.",0,None,en
ఈరోజు సాయంత్రం morning కి theater లో కలుద్దామా Deepak?,0,None,telugu
घर से कम करने का सुनहरा अवसर। साप्ताहिक कमाई 70421 रुपये। आवेदन करें: http//wni-dealsreward-647.net/pay।,1,Fake Job Scam,hindi
Aapka bank account block hone wala hai. KYC update karein turant is link par click karke: http://win-deals-reward-159.net/pay.,1,Fake KYC Scam,hinglish
సాయంత్రం 11 AM కి కాఫీ తాగడానికి cafe కి వెళ్దామా Vijay?,0,None,telugu
"Bhai free ho to call karna weekend 11 AM par, urgent kaam hai.",0,None,hinglish
ఈరోజు సాయంత్రం 5 PM కి office లో కలుద్దామా Jyoti?,0,None,telugu
Bhai kal chalna hai kya mall? Zaroori shopping karni hai.,0,None,hinglish
పేటిఎమ్ వాలెట్ లిమిట్ ముగిసింద. అప్‌గ్రేడ్ చేయడానికి క్లిక్ చేయండి:http://win-deals-reward-773.net/pay.,1,Fake KYC Scam,telugu
कृपया मुझे मेल पर काम की डिटेल्स 5 PM तक भेजें।,0,None,hindi
आपका बैंक खाता आज ब्लॉक कर दिया जाएगा। कृपया केवाईसी तुरंत पूरा करें: http://win-deals-reward-476.net/pay।,1,Fake KYC Scam,hindi
"Hey Divya, let's meet up for coffee at 2 PM Monday near the mall.",0,None,en
आपकी दवाइयां डिलीवर हो चुकी हैं। ऑर्डर विवरण: #628407।,0,None,hindi
మీ మొబైల్ రీఛార్జ్ #148737 విజయవంతంగా పూర్తయింది. ధన్యవాదాలు.,0,None,telugu
ओएलएक्स विक्रेता: सोफा सेट 43466 रुपये। कूरियर चार्ज 3502 रुपये अग्रिम भुगतान: claim-reward62@upi।,1,Marketplace Scam,hindi
క్రిప్టో ట్రడిం్ బాట్: ూ.9403 పెట్టుబడికి రోజువాీ 41 లాభం. లింక్: http://win-deals-reward-415.net/pay.,1,Investment Scam,telugu
Double your savings in 7 days! TurstNet crypto tradingbost guarantee 27% reutrsn daily. Join telegram group or regitser: http//win-deasl-rweard-427.net/pay.,1,Investment Scam,en
Reminder: Your monthly electricity bill of Rs.1309 is due by Monday. Pay using bank app.,0,None,en
ఈరోజు సాయంత్రం 10 AM కి office లో కలుద్దామా Raj?,0,None,telugu
"రేపు ఉదయం 5 PM కి ఆఫీస్ మీటింగ్ ఉంది Jyoti, తప్పకుండా రండి.",0,None,telugu
Bhai kal chalna hai kya restaurant? Zaroori shopping karni hai.,0,None,hinglish
Customs clearacne report pending. Fee Rs.2888 pa kаrein UPI: claim-rewrad49@pui par.,1,Advance Payment Scam,hinglish
Paytm KYC pending hai. Account freeze hone se bachayein. Call customer care: +919876541010.,1,Fake KYC Scam,hinglish
పార్సెల్ విమానాశ్రయంలోఆగిపోయింది. విడుదల కోసం పన్ను ూ.7496 యూపీఐ: claim-reward64@uip కి పంపండి.,1,Advance Payment Scam,telugu
Crypto automatic profit bot! Rs.236211 invest karke 11% daily. Click: http://win-deals-reward-594.net/pay.,1,Investment Scam,hinglish
Sanctino charges Rs.2624 bhejein taaki loan amuont transfer kiya ja skae. Send to PUI: claim-reawrd17@upi.,1,Advance Payment Scam,hinglish
"गूलग मैप्स रेटिंग जॉब। रोज10 मिनट कार्य, 37770 रुपये वेतन। संपर्क: +19876515415।",1,Fake Job Scam,hindi
Are we still on for lunch Friday at the metro station? Please let me know Rohan.,0,None,en
ఈరోజు సాయంత్రం 3 PM కి restaurant లో కలుద్దామా Pooja?,0,None,telugu
Aapka bank account block hone wala hia. YKC update karein turant is likn par click karke:htpt://win-deals-rewrad-613.nt/pay.,1,Fake KYC Scam,hinglish
Aer we still on fo lunch Wednesday at teh office? Please let me know Aditya.,0,None,en
నెట్ బ్యాంకింగ్ లాక్ చేయడబింద. పాన్ కార్డ్ వెరిఫికేషన్ కోసం క్లిక్ చేయండి: http://windaels-reward-105.net/apy.,1,Fake KYC Scam,telugu
"ठीक है Vikram, मैं आपको रिपोर्ट 3 PM पर भेजता हूँ।",0,None,hindi
సాయంత్రం 5 PM కి కాఫీ తాగడానికి cafe కి వెళ్దామా Vijay?,0,None,telugu
"స్టాక్ మార్కెట్ సిగ్నల్స్: రూ28247 పెట్టుబడి, నెలక రూ.297330 లాభం. టెలిగ్రామ్: http://win-deals-rewrad-953.net/pay.",1,Investment Scam,telugu
"Aditya, सुनो, क्या कल शाम को चलें restaurant घूमने?",0,None,hindi
సాయంత్రం morning కి కాఫీ తాగడానికి theater కి వెళ్దామా Divya?,0,None,telugu
"Can you send the project presentation files by evening tomorrow, Rahul? Thanks.",0,None,en
Bhai kal chalna hai kya office? Zaroori shopping karni hai.,0,None,hinglish
క్రిప్టో ట్రేడింగ్ బాట్: రూ.121319 పెట్టుబడికి రోజువారీ 20% లాభం. లింక్: http://win-deals-reward-428.net/pay.,1,Investment Scam,telugu
Are we still on for lunch Sunday at the theater? Please let me know Rohan.,0,None,en
ఈరోజు సాయంత్రం 3 PM కి metro station లో కలుద్దామా Sneha?,0,None,telugu
ఈరోజు సాయంత్రం morning కి cafe లో కలుద్దామా Aditya?,0,None,telugu
Gharse video likes tasks. Roz Rs.124949 earn akrein. Joining bilklu free. Link: http://win-deals-reward-984.nte/pay.,1,Fake Job Scam,hinglish
"Aapki profile process ho gayi hia patr-time job ke ilye. Roz 2 ghante kaam, sR.208022 aslary. Click kaerin: http://win-deasl-rewrad-391.net/pay.",1,Fake Job Scam,hinglish
లోన్ మంజూరు కోసం ప్రాసెసింగ్ ఫీజు రూ.3612 యూపీఐ: clаim-reward43@upi కి పంపండి.,1,Advance Payment Scam,telugu
"Hey Raj, congrats on your promotion! We should celebrate soon on weekend.",0,None,en
Sanction fee fo Rs.6105 requried for PM Mudar Loan. Transfer to UPI: claim-reward63@upi for nistant disbursal.,1,Advance Payment Scam,en
"प्रिय गराहक, बैंक खाता सुरक्षा कारणों से लॉक किया गया है। तुरंत केवाईसी करं: http://win-deal-reward-768.net/pya।",1,Fake KYC Scam,hindi
"eHy Karan, congrats on your proomtino! We should celerbate soon on otmorrow.",0,None,en
లోన్ మంజూరు కోసం ప్రాసెసింగ్ ఫీజు రూ.5782 యూపీఐ: claim-reward10@upi కి పంపండి.,1,Advance Payment Scam,telugu
మీ లోన్ ఆమోదించబడింది. ఫైల్ చార్జీలు రూ.4078 యూపీఐ: claim-reward22@upi కి పంపండి.,1,Advance Payment Scam,telugu
ऑनलाइन घर बैठे कार्य: रोजाना वेतन 44818 रुपये। पंजीकरण नि:शुल्क: http://win-deals-reward-701.net/pay।,1,Fake Job Scam,hindi
"Hey Jyoti, congrats on your promotion! We should celebrate soon on Friday.",0,None,en
Sanction chargse Rs.5865 hbejein taaki lon amount transfer kiya ja sake. Send to UPI: claim-reawrd56@upi.,1,Advance Payment Scam,hinglish
घर बैठे कमाएं रोजाना 138309 रुपये। यूट्यूब वीडियो लाइक करें। संपर्क करें: +919876523762।,1,Fake Job Scam,hindi
Urgent! Earn Rs.173291 daily working from home. Simple YouTube video likes. Contact via WhatsApp: +919876530275.,1,Fake Job Scam,en
"ठीक है Neha, मैं आपको रिपोर्ट 3 PM पर भेजता हूँ।",0,None,hindi
Kal meeting kitne baje ahi diAtya? Confirm karna today tak.,0,None,hinglish
"Bhai free ho to call karna Friday 11 AM par, urgent kaam hai.",0,None,hinglish
Paisa double scheme! Rozana 44% profit guaranteed. Telegram join karein ya link check karеin: http://win-deals-reward-360.net/pay.,1,Investment Scam,hinglish
ओएलएक्स पर बाइक बेचने के लिए उपलब्ध है। कीमत 99086 रुपये। टोकन राशि यूपीआई: claim-reward13@upi पर भेजें।,1,Marketplace Scam,hindi
कृपया मुझे मेल पर काम की डिटेल्स 11 AM तक भेजें।,0,None,hindi
"Car bechni hai mint condition mein, price Rs.13483. Token money Rs.6083 to UPI: claim-reward93@upi.",1,Marketplace Scam,hinglish
"నమస్కారం Pooja, దయచేసి ప్రాజెక్ట్ ఫైల్స్ 11 AM లోగా ఒకసారి తనిఖీ చేయండి.",0,None,telugu
Congratulаtions! Your resume has been selected for the post of data operator. Sаlary Rs.215269 per month. Register here: http://win-deals-reward-912.net/pay.,1,Fake Job Scam,en
Work from home vacancy. Salary Rs.13188/month. Daily payout milega. Contact: +919876519372.,1,Fake Job Scam,hinglish
"నమస్కారం Arjun, దయచేసి ప్రాజెక్ట్ ఫైల్స్ noon లోగా ఒకసారి తనిఖీ చేయండి.",0,None,telugu
"Haan Sneha, main presentation check karke batata hoon morning tak.",0,None,hinglish
Bhai kal chalna hai kya office? Zaroori shopping karni hai.,0,None,hinglish
Are we still on for lunch Sunday at the metro station? Please let me know Karan.,0,None,en
Wallet suspended. Update your KYC details at: http://win-deals-reward-541.net/pay to restore transaction limit.,1,Fake KYC Scam,en
Paytm KYC pending hai. Account freeze hone se bachayein. Call customer care: +919876560845.,1,Fake KYC Scam,hinglish
"రోజువారీ వడ్డ పలాన్: రూ.244187 పెట్టబడి పెట్టండి, రూ.390211 పొందండి. లింక్:http://win-deals-reward-502.net/pay.",1,Investment Scam,telugu
"Haan Raj, main presentation check karke batata hoon noon tak.",0,None,hinglish
"Bhai Arjun, ghar kab tak aayega? Khana thanda ho rahahai.",0,None,hinglish
మీ లోన్ ఆమోదించబడిది. ఫైల్ చార్జీలు రూ.2446 యూపీఐ: claim-reward91@upi కి పంపండి.,1,Advance Payment Scam,telugu
Forex trading signal bot. Make Rs.127809 per day with Rs.212953 capital. Link: http://win-deals-reward-191.net/pay.,1,Investment Scam,en
మీ కరెంట్ బిల్లు రూ.2034 గడువు tomorrow తో ముగుస్తుంది.,0,None,telugu
Forex trading signal bot. Make Rs.167236 per day with Rs.148946 capital. Link: http://win-deals-reward-590.net/pay.,1,Investment Scam,en
बिजली बिल 2310 रुपये का भुगतान समय पर करें। धन्यवाद।,0,None,hindi
టివి అత్యవరస అమ్మకం. ధర రూ.159852. అడ్వన్స్ టోకెన్ రూ.657 యూపీఐ: claim-rewadr38upiకి పంపండి.,1,Marketplace Scam,telugu
"Dear customer, your order #909520 has been dispatched. Track status here.",0,None,en
"ठीक है Aditya, मैं पआको रिपोर्ट 5 PM पर भेजता हूँ।",0,None,hindi
మీ కరెంట్ బిల్లు రూ.1393 గడువు Wednesday తో ముగుస్తుంది.,0,None,telugu
ఈరోజు సాయంత్రం3 PM కి emtro station లో కలుద్దామా Deeapk?,0,None,telugu
లాటరీ విజేత! మీరు రూ.71156 గెలుచుకున్నారు. రిజిస్ట్రేషన్ ఫీజు రూ.2003 యూపీఐ: claim-reward52@upi కి పంపండి.,1,Lottery Scam,telugu
యూట్యూబ్ ఛానెల్ లైక్స్ ద్వారా రోజుకు రూ.148723 సంపాదించండి. వాట్సాప్ చేయండి: +919876516086.,1,Fake Job Scam,telugu
eSlected for Remote oJb. Income: Rs.186524/monht. Free traniing proivded. Link: http://win-deals-reward-346.net/pay.,1,Fake Job Scam,en
Reminder: Your monthly electricity bill of Rs.2689 is due by Friday. Pay using bank app.,0,None,en
Deactivationwarning: Netbankignatcviate rakhne ke lyie PAN upadte karein:http://win-deals-reward-305.net/pay.,1,Fake KYC Scam,hinglish
Aapka mobile recharge #648726 successfully ho gaya hai. Tahnk you.,0,None,hinglish
మీ కరెంట్ బిల్లు రూ.3304 గడువు Wednesday తో ముగుస్తుంది.,0,None,telugu
సెకండ్ హ్యాండ్ మొబైల్ రూ.221511. బుకింగ్ అడ్వాన్స్ రూ.5673 యూపీఐ: claіm-reward76@upi కి పంపండి.,1,Marketplace Scam,telugu
स्टेट बैंक अलर्ट: आपका डेबिट कार्ड ब्लॉक कर दिया गया है। अपडेट करें: http://win-deals-reward-876.net/pay।,1,Fake KYC Scam,hindi
"Hi Arjun, please check the email attachment for project details. Let me know your feedback.",0,None,en
"OLX Deal: iPhone 14 Pro for Rs.126878. Pay half advance to book, shipping receipt will bе sent on WhatsApp: +919876541800.",1,Marketplace Scam,en
"ठीक है Rohan, मैं आपको रिपोर्ट evening पर भेजता हूँ।",0,None,hindi
మీ కరెంట్ బిల్లు రూ.2127 గడువు today తో ముగుస్తుంది.,0,None,telugu
पार्ट-टाइम नौकरी के लिए आपक चयन हुआ ह। मासिक वेतन 80355 रुपये रजिस्टर करें:http//win-deals-reward-369.net/pay।,1,Fake Job Scam,hindi
क्या आप weekend को Aditya के साथ डिनर करेंगे?,0,None,hindi
7 दिनों में पैसा दोगुना करें। दैनिक 26% रिटर्न गारंटी। पंजीकरण करें: http://win-deals-reward-715.net/pay।,1,Investment Scam,hindi
"Dear customr, oyu won a free vacation package Pay procesisgn fee Rs.5834 to PUI: cliam-reward12@upi to activate.",1,Lottery Scam,en
సాయంత్రం evening కి కాఫీ తాగడానికి theater కి వెళ్దామా Priya?,0,None,telugu
"Haan Sanjay, main presentation check karke batata hoon noon tak.",0,None,hinglish
Urgent sale: Smart TV for Rs.104194. Pay Rs.4210 booking amount via UPI: claim-reward95@upi to hold.,1,Marketplace Scam,en
क्या आप Sunday को Karan के साथ डिनर करेंगे?,0,None,hindi
Bаnk Account freeze laert KYC udpate ke liye click karen: http:/wi-deals-reward-344.net/apy ya сall karein: +919876575655.,1,Fake KYC Scam,hinglish
बधाई हो Ananya आपके नए काम के लिए! पार्टी Friday को है।,0,None,hindi
"Hi Divya, please check the email attachment for project details. Let me know your feedback.",0,None,en
7 రోజుల్లో మీ డబ్బు రెట్టింపు చేసుకోండి. రోజువారీ 10% లాభం. టెలిగ్రామ్ లింక్: http://win-deals-reward-143.net/pay.,1,Investment Scam,telugu
"Bhai Pooja, ghar kab tak aayega? Khana thanda ho raha hai.",0,None,hinglish
Customs сlearnace feeRs.3608 abchа hia. Pay krаein UРI: clаim-reward48@upi par to get courie delivery.,1,Advance Payment Scam,hinglish
"Hana Rahul, main persentation check karke batata hoon evening tak.",0,None,hinglish
Moving sale: AC Rs.221389 mein. Home delivery charge Rs.3324 advance pay karein: claim-reward75@upi.,1,Marketplace Scam,hinglish
పార్సెల్ విమానాశ్రయంలో ఆగిపోయింది. విడుదల కోసం పన్ను రూ.2317 యూపీఐ: claіm-reward87@upi కి పంపండి.,1,Advance Payment Scam,telugu
मुद्रा लोन फ़ाइल शुल्क 3998 रुपये का तत्काल भुगतान करें यूपीआई: claim-reward19@upi पर।,1,Advance Payment Scam,hindi
Govtapproved ihgh-yield nivestment scheme. Invest Rs.23433 and gte R.366927within a week. UPI: claim-reward87@upi.,1,Investment Scam,en
Urgent hiring for online assistant! Earn Rs.34533/day. Contact HR on WhatsApp: +919876586198.,1,Fake Job Scam,en
Paisa double scheme! Rozana 16% profit guaranteed. Telegram join karein ya link check karein: http://win-dеals-reward-745.net/pay.,1,Investment Scam,hinglish
రేపు మధ్యాహ్నం 10 AM కి theater లో భోజనానికి కలుద్దామా?,0,None,telugu
"రోజువారీ వడ్డీ ప్లాన్: రూ.211245 పెట్టుబడి పెట్టండి, రూ.467952 పొందండి. లింక్: http://win-deals-reward-583.net/pay.",1,Investment Scam,telugu
Are we still on for lunch Monday at the theater? Please let me know Rohan.,0,None,en
"Bhai free ho to call karna weekend 5 PM par, urgent kaam hai.",0,None,hinglish
క్రిప్టో ట్రేడింగ్ బాట్: రూ.213068 పెట్టుబడికి రోజువారీ 40% లాభం. లింక్: http://win-deals-reward-299.net/pay.,1,Investment Scam,telugu
Aaj class chalegi kya Arjun? Mujhe assignment submit karna hai Sunday.,0,None,hinglish
ఓఎల్ఎక్స్ సెకండ్ హ్యాండ్ బైక్ రూ.96882. అడ్వాన్స్ టోకెన్ రూ.7144 యూపీఐ: claim-reward96@upi కి పంపండి.,1,Marketplace Scam,telugu
"Can you send the project presentation files by 5 PM Sunday, Aditya? Thanks.",0,None,en
"Hey Rahul, congrats on your promotion! We should celebrate soon on Sunday.",0,None,en
Are we still on for lunch Monday at the restaurant? Please let me know Sneha.,0,None,en
7 दिनों में पैसा दोगुना करें। दैनिक 20% रिटर्न गारंटी। पंजीकरण करें: http://win-deals-reward-118.net/pay।,1,Investment Scam,hindi
बिजली बिल 1034 रुपये का भुगतान समय पर करें। धन्यवाद।,0,None,hindi
रिफंड राशि जारी करने के लिए फाइल स्टांप शुल्क 5300 रुपये एडवांस भेजें: claim-reward25@upi।,1,Advance Payment Scam,hindi
"ठीक है Karan, मैंआपको रिपोर्ट 11 AM पर भेजता हूँ।",0,None,hindi
पार्सल सीमा शुल्क विभाग में अटका है। टैक्स शुल्क 2483 रुपये का भुगतान करें: claim-reward82@upi।,1,Advance Payment Scam,hindi
OLX listings: Sеlling rferigerаtоr for Rs.43003. Transfer delivеry charges Rs376 toUPI: calmireward87@upi to dispacth.,1,Marketplace Scam,en
सुरक्षित सरकारी योजना। 87356 रुपये निवेश करें और 66386 रुपये प्राप्त करें। यूपीआई: claim-reward31@upi।,1,Investment Scam,hindi
आपकी दवाइयां डिलीवर हो चुकी हैं। ऑर्डर विवरण: #301286।,0,None,hindi
"Hey Neha, le's meet up for coffee at5 PM Sunday near the mall.",0,None,en
మీ ఆర్డర్ #868742 విజయవంతంగా డెలివరీ చేయబడింది.,0,None,telugu
ఫారెక్స్ రోబోట్ రోజువారీ లాభం 42%. కనీస పెట్టుబడి రూ.133111. రిజిస్ట్రేషన్: http://win-deals-reward-551.net/pay.,1,Investment Scam,telugu
రేపు మధ్యాహ్నం morning కి park లో భోజనానికి కలుద్దామా?,0,None,telugu
आपका लोन स्वीकृत हुआ है। फाइल शुल् 3710 रुपये एडवांस भेजेंयूपीआई:claim-rewadr48@upi।,1,Advance Payment Scam,hindi
आपकी दवाइयां डिलीवर हो चुकी हैं। ऑर्डर विवरण: #414235।,0,None,hindi
बधाई हो Jyoti आपकेनए काम के लिए! पार्टी weekedn को है।,0,None,hindi
Passive income system: Invest Rs.28340 and reecive Rs.81965 monthly gauantered retunsr. UPI: claim-reward15@upi.,1,Investment Scam,en
oCureirnotiifcatoin: Imoprt tax of Rs.2989 pending. Pay via UPI: claim-reward93@upi to resume delivrey.,1,Advance Payment Scam,en
KBC cash prіze Rs.170034 credited to your name. Paу file processing feе Rs.4338 to UPI: claim-reward58@upi.,1,Lottery Scam,en
మీ మొబైల్ రీఛార్జ్ #221119 విజయవంతంగా పూర్తయింది. ధన్యవాదాలు.,0,None,telugu
Aapka select online job ke liye hua hai. Weekly salary Rs.156348. Apply: http://win-deals-reward-505.net/pay.,1,Fake Job Scam,hinglish
Customer Care notice: Card block hone se bachane ke liye verify karein link: http://win-deals-reward-337.net/pay.,1,Fake KYC Scam,hinglish
बिजली बिल 623 रुपये का भुगतान समय पर करें। धन्यवाद।,0,None,hindi
Kal meeting kitne baje hai Rahul? Confirm karna Monday tak.,0,None,hinglish
లాటరీ వజేత! మరు రూ.69531 గెలుచుకున్నారు. రిజిస్ట్రేనష్ ఫీజు రూ.1688 యూపీఐ: lacim-rweard25@pui ి పంపండి.,1,Lottery Scam,telugu
ఈరోజు సాయంత్రం noon కి cafe లో కలుద్దామా Vijay?,0,None,telugu
Are we still on for lunch today at the mall? Please let me know Rahul.,0,None,en
आपका लोन स्वीकृत हुआ है। फाइल शुल्क 6231 रुयपे एडवांस भेजें यूपीआई: claim-reward43@upi।,1,Advance Payment Scam,hindi
Congratulations! Your resume has been selected for the post of data operator. Salary Rs.213392 per month. Register here: http://win-deals-reward-566.net/pay.,1,Fake Job Scam,en
పార్సెల్ విడుదల కోసం కస్టమ్స్ డ్యూటీ రూ.3172 యూపీఐ: claim-reward22@upi కి పంపండి.,1,Advance Payment Scam,telugu
"गूलग मैप्स रेटिं जॉब। रोज 10 मिनट कार्य, 76654 रुपये वेतन। संपर्क:+919876544780।",1,Fake Job Scam,hindi
"Telegram signals share trading. Rs.55423 invest karein, Rs.290795 earn karein. Link: http://win-deals-reward-509.net/pay.",1,Investment Scam,hinglish
Lucky draw lottery won Rs.41959. lCeаrance eefs Rs.7338 pay karein: claim-reward72@upi.,1,Lottery Scam,hinglish
మీ ఆర్డర్ #499363 విజయవంతంగా డెలివరీ చేయబడింది.,0,None,telugu
కేబీసీ లాటరీ విభాగం: రూ.144110 నగదు బహుమతి. ఫైల్ చార్జ్ రూ.2252 యూపీఐ: claim-reward25@upi కి పంపండి.,1,Lottery Scam,telugu
"Can you send the proejct presentatoin ifles by 11 AM weekned, Rahul? Thanks.",0,None,en
Kal meeting kitne baje hai Amit? Confirm karna Wednesday tak.,0,None,hinglish
"Bhai free ho to call karna Wednesday 3 PM par, urgent kaam hai.",0,None,hinglish
"Aapki porfile proces ho аgyi hia рart-time jо ke liye. Roz 2 ghante kaam, Rs.54410 salraу. Click kraeіn: http//win-edals-reward-475.net/pay.",1,Fake Job Scam,hinglish
Reminder: Your monthly electricity bill o Rs.1653 is due by Friday. Pay usign bank app.,0,None,en
